IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1991,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q3,WEALTHQUINTILE_WQ3,,,,185,,,165.6,,205.6,185.0 [165.6-205.6],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1991,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q2,WEALTHQUINTILE_WQ2,,,,195,,,170.3,,223,195.0 [170.3-223.0],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1991,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q1 (Poorest),WEALTHQUINTILE_WQ1,,,,206,,,174.8,,240.9,206.0 [174.8-240.9],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1991,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,107666,,,98842,,117194,107 666 [98 842-117 194],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1991,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q5 (Richest),WEALTHQUINTILE_WQ5,,,,15370,,,12765,,18461,15 370 [12 765-18 461],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1991,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q4,WEALTHQUINTILE_WQ4,,,,19970,,,17043,,23217,19 970 [17 043-23 217],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1991,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q3,WEALTHQUINTILE_WQ3,,,,22830,,,20469,,25338,22 830 [20 469-25 338],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1991,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q2,WEALTHQUINTILE_WQ2,,,,24066,,,21043,,27492,24 066 [21 043-27 492],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1991,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q1 (Poorest),WEALTHQUINTILE_WQ1,,,,25430,,,21607,,29683,25 430 [21 607-29 683],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1991,false,Sex,Both sexes,SEX_BTSX,Age Group,5-9 years,AGEGROUP_YEARS05-09,,,,,,,16.48,,,12.85,,19.9,16.5 [12.8-19.9],,,EN,2025-04-14T18:30:00.000Z
CM_04,Number of deaths among children ages 5 to 9 years,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1991,false,Sex,Both sexes,SEX_BTSX,Age Group,5-9 years,AGEGROUP_YEARS05-09,,,,,,,6125,,,5030,,7458,6125 [5030-7458],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,75.52,,,67.56,,84.61,75.5 [67.6-84.6],,,EN,2025-04-14T18:30:00.000Z
CM_03,Number of neonatal deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,48018,,,42962,,53792,48 018 [42 962-53 792],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,144.5,,,132,,158,144.5 [132.0-158.0],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,88205,,,80769,,96253,88 205 [80 769-96 253],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q5 (Richest),WEALTHQUINTILE_WQ5,,,,129,,,106.7,,155.7,129.0 [106.7-155.7],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q4,WEALTHQUINTILE_WQ4,,,,168.2,,,143.3,,196,168.2 [143.3-196.0],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,180.7,,,165.1,,197.6,180.7 [165.1-197.6],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q3,WEALTHQUINTILE_WQ3,,,,191.5,,,170.9,,213.4,191.5 [170.9-213.4],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q2,WEALTHQUINTILE_WQ2,,,,202,,,175.5,,231.9,202.0 [175.5-231.9],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q1 (Poorest),WEALTHQUINTILE_WQ1,,,,212.5,,,179,,249.2,212.5 [179.0-249.2],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,109143,,,99940,,119076,109 143 [99 940-119 076],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q5 (Richest),WEALTHQUINTILE_WQ5,,,,15586,,,12901,,18790,15 586 [12 901-18 790],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q4,WEALTHQUINTILE_WQ4,,,,20329,,,17334,,23644,20 329 [17 334-23 644],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q3,WEALTHQUINTILE_WQ3,,,,23144,,,20684,,25724,23 144 [20 684-25 724],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q2,WEALTHQUINTILE_WQ2,,,,24408,,,21239,,27962,24 408 [21 239-27 962],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q1 (Poorest),WEALTHQUINTILE_WQ1,,,,25677,,,21665,,30064,25 677 [21 665-30 064],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,5-9 years,AGEGROUP_YEARS05-09,,,,,,,17.75,,,13.7,,21.57,17.7 [13.7-21.6],,,EN,2025-04-14T18:30:00.000Z
CM_04,Number of deaths among children ages 5 to 9 years,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,5-9 years,AGEGROUP_YEARS05-09,,,,,,,6476,,,5280,,7942,6476 [5280-7942],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1989,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,77.01,,,68.63,,86.59,77.0 [68.6-86.6],,,EN,2025-04-14T18:30:00.000Z
CM_03,Number of neonatal deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1989,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,47174,,,42044,,53039,47 174 [42 044-53 039],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1989,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,149,,,135.9,,163.5,149.0 [135.9-163.5],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1989,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,87744,,,80215,,96006,87 744 [80 215-96 006],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1989,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,187.1,,,170.6,,205.3,187.1 [170.6-205.3],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1989,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,109226,,,99898,,119489,109 226 [99 898-119 489],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1988,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,79,,,70.01,,89.16,79.0 [70.0-89.2],,,EN,2025-04-14T18:30:00.000Z
CM_03,Number of neonatal deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1988,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,47026,,,41676,,53063,47 026 [41 676-53 063],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1988,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,163.4,,,148.5,,180,163.4 [148.5-180.0],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1988,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,94387,,,86006,,103709,94 387 [86 006-103 709],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1988,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,218.4,,,198.4,,240.6,218.4 [198.4-240.6],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1988,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,125162,,,114092,,137463,125 162 [114 092-137 463],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1987,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,80.89,,,71.34,,91.88,80.9 [71.3-91.9],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1987,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,176.9,,,160.4,,195.6,176.9 [160.4-195.6],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1987,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,102125,,,92861,,112547,102 125 [92 861-112 547],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1987,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,247.2,,,224.1,,273.3,247.2 [224.1-273.3],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1987,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,141411,,,128513,,155815,141 411 [128 513-155 815],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1986,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,181.1,,,163.9,,201.2,181.1 [163.9-201.2],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1986,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,103876,,,94341,,114974,103 876 [94 341-114 974],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1986,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,253.1,,,229.1,,281.2,253.1 [229.1-281.2],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1986,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,144264,,,130999,,159661,144 264 [130 999-159 661],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1985,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,202.5,,,183,,226,202.5 [183.0-226.0],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1985,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,112973,,,102443,,125529,112 973 [102 443-125 529],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1985,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,300.9,,,271.9,,335.8,300.9 [271.9-335.8],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1985,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,173268,,,156780,,192959,173 268 [156 780-192 959],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1984,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,207.7,,,187.2,,232.6,207.7 [187.2-232.6],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1984,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,112747,,,101970,,125749,112 747 [101 970-125 749],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1984,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,309.1,,,278.6,,346.2,309.1 [278.6-346.2],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1984,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,180092,,,162371,,201655,180 092 [162 371-201 655],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1983,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,195.1,,,175.3,,219.3,195.1 [175.3-219.3],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1983,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,106503,,,96033,,119187,106 503 [96 033-119 187],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1983,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,274.4,,,246.5,,308.4,274.4 [246.5-308.4],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1983,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,160824,,,144722,,180437,160 824 [144 722-180 437],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1982,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,199,,,178.6,,224,199.0 [178.6-224.0],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1982,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,118188,,,106460,,132468,118 188 [106 460-132 468],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1982,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,279.9,,,251.3,,315.1,279.9 [251.3-315.1],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1982,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,175972,,,158087,,198119,175 972 [158 087-198 119],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1981,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,184.6,,,165.3,,208,184.6 [165.3-208.0],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1981,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,121586,,,109313,,136447,121 586 [109 313-136 447],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1981,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,239.4,,,214.4,,269.8,239.4 [214.4-269.8],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1981,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,159337,,,143125,,179003,159 337 [143 125-179 003],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1980,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,188.8,,,168.6,,212.9,188.8 [168.6-212.9],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1980,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,129171,,,115800,,145075,129 171 [115 800-145 075],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1980,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,245.7,,,219.5,,277.1,245.7 [219.5-277.1],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1980,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,167819,,,150323,,188702,167 819 [150 323-188 702],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,1979,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,192.9,,,171.8,,217.8,192.9 [171.8-217.8],,,EN,2025-04-14T18:30:00.000Z
